POLICY_NUMBER,INSURANCE_TYPE,PREMIUM_AMOUNT,TENURE
PLC00004167,Health,190.78,48
PLC00004900,Mobile,9.46,64
PLC00009419,Travel,77.94,93
PLC00009957,Mobile,11.03,46
PLC00007945,Travel,88.11,30
PLC00000843,Mobile,6.26,48
PLC00007674,Mobile,7.55,17
PLC00009259,Health,139.81,102
PLC00006651,Travel,54.94,10
PLC00000438,Travel,55.79,86
PLC00007473,Mobile,6.36,97
PLC00007076,Motor,125.11,117
PLC00004740,Motor,77.5,61
PLC00005399,Motor,139.48,54
PLC00000737,Mobile,7.79,15
PLC00000181,Life,54.4,104
PLC00007384,Health,196.79,59
PLC00008970,Health,113.68,55
PLC00006060,Mobile,7.09,66
PLC00003956,Travel,66.0,73
PLC00007882,Travel,61.73,98
PLC00002955,Motor,117.9,91
PLC00002415,Health,179.15,42
PLC00000982,Travel,71.0,51
PLC00008545,Property,130.65,63
PLC00007231,Mobile,11.41,90
PLC00002450,Travel,55.77,97
PLC00003557,Travel,52.08,88
PLC00006315,Health,184.29,70
PLC00006318,Property,82.76,81
PLC00009230,Health,130.78,28
PLC00003833,Property,80.98,109
PLC00001855,Travel,75.38,9
PLC00007289,Mobile,6.05,93
PLC00007518,Health,188.36,102
PLC00002967,Life,85.25,62
PLC00000974,Property,128.82,95
PLC00000666,Health,125.77,107
PLC00003144,Life,54.46,110
PLC00006443,Motor,88.69,87
PLC00003485,Property,120.98,97
PLC00007090,Health,113.93,40
PLC00006882,Health,130.59,53
PLC00002436,Motor,96.36,15
PLC00005160,Travel,78.58,34
PLC00005686,Mobile,7.19,7
PLC00009484,Motor,129.98,21
PLC00008708,Life,58.26,60
PLC00008045,Motor,85.03,34
PLC00002895,Motor,131.82,16
PLC00007219,Property,95.68,93
PLC00001065,Life,55.97,34
PLC00003117,Travel,87.18,119
PLC00006663,Motor,134.88,6
PLC00008019,Property,140.85,52
PLC00007162,Health,140.37,87
PLC00009064,Property,85.41,52
PLC00007193,Mobile,10.98,80
PLC00007190,Property,118.71,23
PLC00008876,Life,69.83,116
PLC00006983,Motor,89.13,42
PLC00006291,Health,116.54,18
PLC00003762,Health,144.16,30
PLC00003615,Property,158.43,105
PLC00000875,Mobile,6.79,39
PLC00005021,Mobile,7.8,98
PLC00009408,Property,84.22,87
PLC00007204,Life,94.69,111
PLC00005661,Life,94.05,57
PLC00005032,Travel,51.52,60
PLC00007391,Property,87.09,95
PLC00009466,Life,78.34,55
PLC00005025,Health,168.21,53
PLC00008971,Property,95.6,15
PLC00003498,Health,169.13,109
PLC00009030,Motor,77.08,52
PLC00004627,Mobile,7.09,76
PLC00003455,Motor,124.35,19
PLC00007066,Travel,89.5,102
PLC00005920,Mobile,6.55,14
PLC00006927,Motor,110.19,25
PLC00005798,Mobile,11.66,104
PLC00004785,Mobile,9.55,80
PLC00001033,Motor,87.89,40
PLC00002975,Life,87.28,72
PLC00000672,Motor,126.03,64
PLC00008661,Life,97.52,52
PLC00007031,Life,99.67,19
PLC00004786,Mobile,10.2,115
PLC00005081,Life,58.0,108
PLC00009833,Motor,88.6,103
PLC00000383,Life,95.3,113
PLC00002065,Mobile,6.56,89
PLC00005504,Health,186.8,71
PLC00003420,Property,113.43,14
PLC00006565,Health,198.37,26
PLC00001866,Mobile,11.05,15
PLC00005594,Property,145.9,32
PLC00002176,Property,142.66,47
PLC00009485,Property,106.72,50
PLC00001709,Travel,61.3,36
PLC00002414,Property,98.85,18
PLC00004407,Property,114.14,56
PLC00008188,Life,90.63,68
PLC00003322,Mobile,11.96,110
PLC00005355,Health,193.41,75
PLC00005854,Travel,78.79,30
PLC00002003,Motor,139.68,116
PLC00006596,Health,154.17,75
PLC00007377,Health,102.25,96
PLC00005574,Property,127.94,79
PLC00004292,Mobile,10.47,39
PLC00005519,Health,106.51,13
PLC00002426,Mobile,11.74,89
PLC00005867,Travel,88.68,82
PLC00007537,Mobile,8.15,69
PLC00002193,Property,100.57,33
PLC00008579,Mobile,9.31,95
PLC00005176,Motor,73.78,67
PLC00005259,Mobile,10.0,54
PLC00002189,Life,99.28,44
PLC00005555,Health,195.69,52
PLC00002037,Property,131.54,24
PLC00009244,Travel,56.73,35
PLC00001346,Mobile,10.02,63
PLC00000069,Life,95.04,39
PLC00001327,Property,120.86,97
PLC00005772,Life,75.68,88
PLC00002602,Mobile,9.39,51
PLC00008414,Health,187.29,43
PLC00008101,Life,67.01,62
PLC00002752,Motor,110.79,70
PLC00009928,Health,172.53,81
PLC00005997,Motor,130.67,119
PLC00004156,Health,186.09,72
PLC00001431,Mobile,10.72,106
PLC00000994,Travel,52.42,76
PLC00006279,Life,86.08,50
PLC00003861,Mobile,8.72,44
PLC00000953,Motor,133.98,61
PLC00004084,Health,131.01,94
PLC00003114,Motor,80.87,24
PLC00000130,Motor,116.46,31
PLC00003096,Mobile,6.36,104
PLC00005233,Mobile,9.16,22
PLC00003167,Property,88.81,114
PLC00005291,Health,134.94,44
PLC00008443,Property,80.48,50
PLC00002713,Property,110.49,99
PLC00008773,Property,105.86,78
PLC00005112,Motor,139.49,93
PLC00005163,Health,194.57,8
PLC00002993,Property,84.48,20
PLC00006557,Property,111.16,105
PLC00009237,Property,114.8,103
PLC00009876,Motor,114.39,56
PLC00004374,Property,86.64,113
PLC00007356,Life,55.93,37
PLC00000318,Health,180.96,119
PLC00000852,Property,139.13,86
PLC00004567,Health,176.83,107
PLC00000405,Health,133.19,100
PLC00003836,Property,85.26,98
PLC00005563,Property,81.69,73
PLC00005128,Motor,72.31,38
PLC00001448,Mobile,9.88,12
PLC00002121,Motor,123.71,49
PLC00003634,Property,144.13,110
PLC00007948,Mobile,9.34,54
PLC00001797,Health,166.69,72
PLC00009779,Motor,126.54,76
PLC00005747,Property,158.08,50
PLC00000351,Health,130.49,49
PLC00000683,Life,62.22,89
PLC00004875,Health,190.68,103
PLC00009692,Property,128.76,17
PLC00008870,Property,149.05,40
PLC00004406,Mobile,11.99,37
PLC00000995,Travel,52.86,30
PLC00008840,Mobile,10.07,87
PLC00008007,Health,185.58,100
PLC00000160,Life,68.95,14
PLC00002347,Health,101.66,10
PLC00000408,Mobile,6.67,91
PLC00006996,Life,80.22,112
PLC00009828,Mobile,11.07,101
PLC00004053,Mobile,6.55,73
PLC00005002,Mobile,9.52,16
PLC00000631,Life,66.1,87
PLC00009868,Life,97.38,95
PLC00004189,Mobile,11.81,84
PLC00002931,Travel,99.64,89
PLC00007062,Property,123.51,7
PLC00004478,Motor,76.74,90
PLC00008704,Motor,125.14,36
PLC00008798,Health,117.1,99
PLC00009755,Motor,109.85,38
PLC00006104,Motor,116.63,28
PLC00009023,Mobile,6.61,64
PLC00005853,Life,60.66,94
PLC00008744,Motor,123.97,97
PLC00003991,Property,83.27,8
PLC00009704,Property,157.31,33
PLC00008539,Mobile,11.11,85
PLC00003864,Mobile,6.65,35
PLC00004221,Property,112.61,27
PLC00008348,Property,159.69,119
PLC00001939,Health,167.79,39
PLC00003166,Travel,61.15,92
PLC00001344,Property,104.73,104
PLC00005542,Life,70.99,112
PLC00004889,Life,89.66,27
PLC00002806,Health,117.73,67
PLC00004521,Life,75.1,67
PLC00002747,Health,156.45,44
PLC00007617,Mobile,11.9,99
PLC00003852,Health,149.74,115
PLC00005392,Motor,139.11,9
PLC00004270,Property,102.28,92
PLC00006740,Life,82.84,97
PLC00007138,Health,110.87,85
PLC00008024,Property,81.64,75
PLC00000706,Property,85.19,12
PLC00007163,Health,158.18,59
PLC00008219,Motor,111.74,85
PLC00000824,Life,56.2,98
PLC00009925,Health,185.05,114
PLC00006022,Motor,131.42,16
PLC00005074,Mobile,9.37,49
PLC00000618,Mobile,8.12,78
PLC00000075,Health,138.51,103
PLC00009334,Motor,114.12,35
PLC00005245,Life,93.78,29
PLC00002395,Property,137.87,73
PLC00006508,Travel,94.65,105
PLC00008501,Travel,58.9,11
PLC00008076,Life,94.93,60
PLC00002539,Motor,118.18,84
PLC00004541,Travel,52.52,7
PLC00009474,Health,125.68,38
PLC00005016,Travel,61.48,19
PLC00007355,Travel,70.24,54
PLC00004960,Life,59.94,36
PLC00007589,Health,141.3,64
PLC00007661,Mobile,10.23,106
PLC00006396,Mobile,7.96,15
PLC00006075,Property,116.47,80
PLC00003055,Property,135.73,57
PLC00005662,Property,90.0,15
PLC00002177,Life,66.99,73
PLC00009880,Travel,78.87,68
PLC00006664,Health,157.57,13
PLC00009712,Motor,105.73,117
PLC00003583,Life,60.53,70
PLC00002365,Travel,92.73,111
PLC00001380,Travel,50.16,80
PLC00005248,Mobile,8.25,76
PLC00005827,Life,69.01,60
PLC00006951,Life,76.3,89
PLC00005979,Life,79.53,25
PLC00003176,Motor,106.89,13
PLC00008373,Life,83.22,15
PLC00006480,Mobile,6.16,119
PLC00007358,Life,61.76,58
PLC00003940,Health,181.74,7
PLC00009398,Life,93.36,96
PLC00004023,Life,74.11,28
PLC00006198,Motor,127.66,80
PLC00005516,Health,174.7,73
PLC00004479,Mobile,10.04,96
PLC00002145,Life,54.86,53
PLC00003373,Mobile,7.84,79
PLC00000668,Motor,131.92,99
PLC00003249,Life,97.41,67
PLC00006525,Life,76.77,29
PLC00006906,Mobile,8.78,47
PLC00005327,Mobile,9.31,80
PLC00008920,Property,103.81,106
PLC00001805,Travel,89.77,67
PLC00006838,Mobile,9.0,81
PLC00002517,Mobile,7.49,102
PLC00007599,Motor,138.88,71
PLC00008449,Life,79.26,56
PLC00003734,Health,154.25,97
PLC00007229,Motor,131.59,76
PLC00002570,Motor,90.31,61
PLC00008763,Mobile,6.93,74
PLC00004808,Motor,122.97,30
PLC00002816,Travel,83.15,102
PLC00006010,Life,80.9,114
PLC00007307,Mobile,9.95,46
PLC00003686,Health,131.17,105
PLC00001108,Mobile,6.64,73
PLC00000645,Travel,71.22,38
PLC00006813,Motor,85.75,73
PLC00004843,Property,115.06,6
PLC00000701,Health,135.74,76
PLC00002295,Property,141.93,119
PLC00009439,Life,54.39,112
PLC00001528,Mobile,11.72,46
PLC00001710,Travel,62.65,58
PLC00003101,Motor,137.95,25
PLC00007159,Mobile,7.65,116
PLC00002277,Travel,72.02,43
PLC00003579,Health,142.68,51
PLC00001789,Health,198.47,23
PLC00008376,Mobile,8.52,25
PLC00005247,Travel,69.59,115
PLC00002582,Mobile,7.28,79
PLC00008910,Life,65.68,38
PLC00003707,Health,106.47,117
PLC00000910,Mobile,10.02,42
PLC00005187,Mobile,10.09,62
PLC00005706,Mobile,11.66,62
PLC00002269,Motor,76.5,56
PLC00005162,Travel,51.27,24
PLC00007009,Life,82.03,115
PLC00003128,Property,132.96,39
PLC00001881,Property,148.0,108
PLC00009432,Travel,55.78,104
PLC00006053,Property,86.07,56
PLC00007118,Motor,128.35,102
PLC00001155,Health,112.41,18
PLC00006722,Travel,71.2,24
PLC00001093,Health,169.97,78
PLC00003687,Mobile,8.97,80
PLC00006742,Travel,53.51,13
PLC00003131,Life,98.41,61
PLC00000121,Life,68.31,31
PLC00002312,Property,158.78,118
PLC00001990,Mobile,9.95,61
PLC00002190,Mobile,6.44,86
PLC00005377,Health,136.24,105
PLC00005640,Travel,55.08,88
PLC00001096,Mobile,7.25,31
PLC00001090,Travel,93.43,74
PLC00009582,Health,194.61,108
PLC00002825,Travel,88.35,21
PLC00005813,Travel,52.05,118
PLC00006244,Health,173.96,35
PLC00002424,Property,148.87,88
PLC00006985,Property,150.06,59
PLC00000981,Health,183.87,72
PLC00000480,Property,152.97,51
PLC00007846,Health,174.85,39
PLC00009941,Motor,86.96,63
PLC00005507,Health,185.55,25
PLC00002114,Mobile,10.88,66
PLC00000980,Motor,119.06,93
PLC00001171,Life,91.32,29
PLC00001554,Mobile,9.72,52
PLC00009249,Health,120.66,37
PLC00005904,Mobile,7.96,105
PLC00003326,Mobile,10.22,62
PLC00001172,Health,109.64,12
PLC00005614,Health,172.14,24
PLC00000657,Mobile,9.77,81
PLC00009022,Travel,57.05,70
PLC00007689,Mobile,10.31,97
PLC00008655,Life,75.79,118
PLC00001284,Travel,91.26,56
PLC00003981,Life,99.02,99
PLC00004963,Mobile,11.8,44
PLC00002558,Property,109.91,105
PLC00004349,Motor,120.74,84
PLC00006837,Life,52.46,43
PLC00006587,Motor,93.78,68
PLC00004398,Property,111.87,24
PLC00009914,Health,121.07,101
PLC00001212,Health,156.72,113
PLC00009805,Mobile,7.76,78
PLC00000613,Motor,111.27,68
PLC00007998,Life,89.94,96
PLC00004483,Mobile,6.93,49
PLC00005812,Motor,109.36,17
PLC00009407,Life,54.63,112
PLC00009856,Motor,82.89,107
PLC00007319,Health,189.74,116
PLC00000032,Mobile,10.74,6
PLC00009477,Health,171.93,36
PLC00008705,Motor,110.85,66
PLC00001352,Health,183.15,13
PLC00000572,Health,192.69,101
PLC00006981,Property,106.47,96
PLC00007845,Health,182.2,104
PLC00009797,Motor,73.52,68
PLC00006236,Health,189.86,92
PLC00007422,Mobile,8.01,48
PLC00000245,Mobile,11.74,45
PLC00003934,Property,103.25,112
PLC00002562,Travel,80.63,90
PLC00005764,Mobile,8.44,15
PLC00000784,Life,99.18,67
PLC00007733,Property,114.82,68
PLC00003950,Life,64.1,100
PLC00005159,Travel,57.13,104
PLC00008232,Mobile,6.91,95
PLC00006594,Travel,92.35,55
PLC00006248,Mobile,10.18,79
PLC00003356,Property,152.09,105
PLC00002868,Health,184.91,112
PLC00006961,Property,145.55,18
PLC00000415,Life,50.91,11
PLC00006544,Property,90.83,11
PLC00006455,Health,158.35,67
PLC00007249,Property,153.07,41
PLC00009627,Life,53.07,32
PLC00006034,Life,60.14,29
PLC00009353,Motor,79.2,112
PLC00007662,Health,194.17,81
PLC00004311,Life,91.82,47
PLC00009970,Health,156.45,9
PLC00001245,Mobile,11.43,9
PLC00002289,Health,195.61,53
PLC00009620,Travel,98.97,7
PLC00003108,Life,59.12,67
PLC00002464,Property,112.37,31
PLC00008946,Travel,65.91,23
PLC00007221,Life,53.7,63
PLC00006116,Travel,91.35,49
PLC00003677,Life,57.73,91
PLC00000379,Motor,93.55,101
PLC00004449,Motor,130.76,105
PLC00006997,Motor,118.55,91
PLC00005619,Mobile,8.87,95
PLC00004623,Health,100.43,20
PLC00001055,Motor,73.2,29
PLC00008186,Mobile,6.95,28
PLC00009240,Mobile,7.23,45
PLC00007097,Motor,90.75,104
PLC00006306,Travel,93.58,29
PLC00006258,Health,119.46,53
PLC00006591,Health,192.2,32
PLC00009976,Life,57.88,63
PLC00004543,Motor,119.12,119
PLC00007212,Property,151.39,77
PLC00004287,Property,98.72,109
PLC00003142,Motor,97.84,12
PLC00000449,Life,67.62,68
PLC00008453,Health,134.43,103
PLC00004305,Mobile,11.56,92
PLC00007269,Travel,53.56,89
PLC00003577,Life,77.66,66
PLC00003132,Health,118.17,82
PLC00000976,Motor,119.39,12
PLC00008683,Motor,79.74,28
PLC00004943,Mobile,7.43,51
PLC00005929,Life,68.05,70
PLC00006623,Life,77.66,38
PLC00006608,Travel,50.8,28
PLC00004312,Property,133.86,46
PLC00005777,Life,55.94,54
PLC00005999,Travel,56.37,63
PLC00005630,Health,132.45,38
PLC00000877,Mobile,10.89,82
PLC00000199,Travel,73.16,20
PLC00003571,Travel,63.98,35
PLC00005155,Health,174.26,47
PLC00006940,Health,148.67,7
PLC00006494,Property,140.69,25
PLC00001581,Motor,117.1,15
PLC00006550,Motor,104.62,86
PLC00007606,Health,198.48,93
PLC00000810,Travel,51.92,7
PLC00003587,Health,186.27,42
PLC00005444,Health,143.2,87
PLC00002866,Property,89.41,82
PLC00002803,Mobile,11.6,60
PLC00004559,Property,92.86,94
PLC00006801,Health,198.81,19
PLC00006658,Property,155.43,29
PLC00007679,Motor,119.88,108
PLC00002917,Travel,87.05,59
PLC00004037,Health,105.03,40
PLC00009769,Travel,77.28,97
PLC00001424,Health,161.55,71
PLC00007056,Life,71.09,50
PLC00003064,Mobile,7.65,66
PLC00002199,Property,88.48,50
PLC00003646,Property,101.72,75
PLC00003168,Mobile,9.83,107
PLC00008151,Property,106.67,33
PLC00004451,Health,176.23,15
PLC00000214,Travel,64.53,97
PLC00007859,Motor,124.95,57
PLC00007533,Mobile,7.94,79
PLC00008305,Travel,51.34,7
PLC00000133,Travel,56.03,33
PLC00001578,Health,159.0,28
PLC00008861,Property,150.58,90
PLC00009890,Life,55.08,81
PLC00000574,Property,152.79,105
PLC00000225,Health,109.27,107
PLC00002940,Life,78.2,16
PLC00007461,Travel,83.14,19
PLC00009047,Property,126.54,41
PLC00000997,Health,194.9,42
PLC00003832,Life,53.11,88
PLC00009312,Mobile,6.83,91
PLC00000610,Life,87.49,66
PLC00005225,Life,99.59,58
PLC00007153,Mobile,6.25,50
PLC00001799,Mobile,10.97,62
PLC00004857,Health,171.5,76
PLC00004129,Property,107.93,78
PLC00009649,Property,103.38,62
PLC00003668,Mobile,8.73,85
PLC00004480,Motor,122.38,51
PLC00001453,Life,80.35,86
PLC00004286,Travel,72.78,32
PLC00006821,Travel,77.53,80
PLC00003252,Life,62.29,95
PLC00002592,Travel,78.34,118
PLC00006207,Motor,111.97,48
PLC00006446,Mobile,9.22,86
PLC00007028,Motor,116.24,91
PLC00001183,Health,184.11,45
PLC00000646,Health,112.69,33
PLC00002965,Motor,130.59,58
PLC00003907,Property,112.45,31
PLC00000308,Mobile,6.74,106
PLC00002496,Life,70.76,46
PLC00007361,Life,85.13,52
PLC00007624,Life,56.06,53
PLC00005306,Mobile,6.22,90
PLC00001328,Health,186.87,39
PLC00007658,Property,98.9,50
PLC00008461,Property,106.21,23
PLC00006763,Motor,74.52,69
PLC00005213,Travel,59.08,116
PLC00001735,Health,180.55,84
PLC00006580,Mobile,10.75,55
PLC00007390,Mobile,6.39,36
PLC00003355,Life,78.39,92
PLC00002958,Property,106.09,58
PLC00003742,Life,94.26,97
PLC00004736,Life,98.03,61
PLC00000687,Travel,59.24,11
PLC00009340,Mobile,8.49,15
PLC00009966,Property,136.06,42
PLC00001332,Property,97.18,111
PLC00009077,Life,56.03,61
PLC00003383,Mobile,10.19,84
PLC00002387,Property,110.95,6
PLC00002356,Travel,61.03,46
PLC00003116,Motor,101.08,88
PLC00006834,Travel,66.23,29
PLC00005275,Motor,75.24,51
PLC00001861,Mobile,7.9,10
PLC00000238,Travel,73.47,42
PLC00001696,Life,76.72,107
PLC00007211,Motor,89.5,28
PLC00002251,Health,161.81,82
PLC00000136,Life,51.64,13
PLC00001867,Mobile,11.19,59
PLC00005797,Health,106.68,88
PLC00000652,Property,155.05,12
PLC00000413,Mobile,7.92,22
PLC00000665,Property,108.51,103
PLC00008088,Property,138.02,26
PLC00002041,Mobile,6.62,110
PLC00006294,Motor,107.65,73
PLC00001485,Property,105.06,104
PLC00007737,Property,105.93,107
PLC00000623,Life,91.67,118
PLC00005729,Travel,51.26,44
PLC00005796,Property,102.24,85
PLC00008756,Mobile,10.35,48
PLC00002787,Motor,80.22,19
PLC00002910,Travel,51.07,92
PLC00006932,Travel,72.52,115
PLC00005231,Life,75.52,10
PLC00000619,Motor,116.55,69
PLC00006817,Mobile,6.16,25
PLC00001703,Motor,75.43,37
PLC00001401,Motor,77.92,21
PLC00003056,Travel,90.41,34
PLC00005799,Property,159.01,36
PLC00007363,Property,106.22,17
PLC00005305,Mobile,6.95,103
PLC00009503,Property,159.92,93
PLC00005896,Travel,79.62,53
PLC00006178,Life,67.43,105
PLC00007267,Property,152.56,11
PLC00002134,Travel,94.65,109
PLC00002944,Mobile,6.34,50
PLC00005681,Motor,103.96,74
PLC00003386,Health,190.49,37
PLC00005635,Health,189.66,107
PLC00007842,Life,56.12,9
PLC00000648,Travel,71.89,84
PLC00009580,Life,88.16,43
PLC00001964,Health,195.71,39
PLC00008947,Property,90.62,38
PLC00009703,Property,98.83,10
PLC00009145,Travel,74.96,51
PLC00003980,Mobile,9.76,41
PLC00000774,Life,75.4,50
PLC00003368,Health,183.15,104
PLC00009219,Travel,66.44,51
PLC00005832,Health,178.11,33
PLC00000234,Motor,100.91,68
PLC00005672,Mobile,11.85,110
PLC00002639,Health,176.04,73
PLC00001393,Travel,63.27,40
PLC00000752,Travel,67.97,64
PLC00000493,Property,152.75,82
PLC00007985,Health,157.79,114
PLC00007365,Motor,133.82,105
PLC00005290,Travel,94.84,117
PLC00004907,Mobile,7.59,31
PLC00004532,Property,133.06,16
PLC00009918,Travel,62.99,32
PLC00005993,Property,109.07,40
PLC00004346,Mobile,7.18,30
PLC00009887,Mobile,11.54,71
PLC00009157,Travel,58.74,43
PLC00009847,Life,61.55,66
PLC00009011,Mobile,8.94,54
PLC00003513,Travel,55.79,18
PLC00005236,Life,85.53,25
PLC00007492,Mobile,7.31,22
PLC00005013,Travel,82.21,95
PLC00008531,Travel,56.27,78
PLC00005576,Life,77.53,47
PLC00004302,Motor,128.24,42
PLC00002721,Mobile,9.84,98
PLC00003568,Motor,127.06,37
PLC00001628,Health,111.42,33
PLC00005047,Life,56.26,22
PLC00004753,Life,67.6,11
PLC00002560,Health,111.1,105
PLC00004795,Motor,117.2,103
PLC00004318,Mobile,7.27,90
PLC00009658,Travel,89.04,31
PLC00008191,Motor,96.91,87
PLC00006835,Property,120.75,99
PLC00001652,Motor,129.27,32
PLC00003341,Motor,96.48,14
PLC00009680,Life,84.04,83
PLC00008146,Travel,78.36,24
PLC00004633,Travel,84.45,113
PLC00008732,Health,120.74,106
PLC00004993,Property,111.63,52
PLC00006571,Travel,57.47,117
PLC00003213,Travel,87.99,116
PLC00008670,Property,152.83,74
PLC00007639,Travel,71.63,37
PLC00000022,Motor,105.82,108
PLC00006805,Mobile,8.99,23
PLC00006134,Motor,75.11,89
PLC00004571,Motor,86.1,32
PLC00005091,Property,136.21,92
PLC00004565,Health,125.33,13
PLC00004117,Life,66.32,39
PLC00008797,Mobile,7.2,43
PLC00001493,Property,109.31,19
PLC00008646,Travel,92.59,95
PLC00006533,Motor,129.26,74
PLC00009032,Motor,70.93,39
PLC00008897,Motor,80.5,86
PLC00008574,Motor,84.79,94
PLC00006731,Life,86.78,76
PLC00009556,Travel,66.65,15
PLC00005733,Life,52.99,22
PLC00009037,Health,119.12,110
PLC00008242,Mobile,8.56,61
PLC00005293,Mobile,8.9,26
PLC00003923,Travel,62.83,7
PLC00007012,Property,155.02,82
PLC00002778,Travel,65.93,50
PLC00007776,Travel,98.23,18
PLC00002617,Property,128.12,79
PLC00006243,Health,150.21,17
PLC00001184,Travel,83.27,96
PLC00006266,Life,62.78,73
PLC00007244,Life,87.02,38
PLC00000020,Property,149.05,66
PLC00009606,Motor,75.09,38
PLC00003761,Motor,74.99,79
PLC00009758,Travel,86.35,9
PLC00006324,Life,52.32,71
PLC00002793,Health,134.85,24
PLC00007837,Property,108.0,64
PLC00000917,Life,61.5,114
PLC00001045,Health,183.36,119
PLC00005598,Health,159.21,33
PLC00002131,Motor,138.36,86
PLC00001901,Motor,113.54,8
PLC00007786,Mobile,6.38,55
PLC00009668,Health,112.91,49
PLC00000482,Mobile,9.32,48
PLC00004835,Life,57.69,100
PLC00005154,Motor,118.73,100
PLC00007173,Motor,81.77,37
PLC00008079,Property,146.99,45
PLC00009445,Life,71.65,42
PLC00009303,Life,82.7,119
PLC00007834,Health,107.93,36
PLC00002252,Travel,64.4,17
PLC00001277,Motor,93.67,71
PLC00003031,Motor,81.1,106
PLC00000407,Health,110.93,26
PLC00009999,Mobile,7.83,10
PLC00005486,Mobile,10.16,30
PLC00002711,Life,96.01,35
PLC00005394,Motor,111.94,19
PLC00008664,Property,108.66,88
PLC00005756,Property,139.75,114
PLC00009883,Travel,61.57,117
PLC00005524,Health,158.89,83
PLC00000553,Health,121.26,96
PLC00008411,Motor,118.17,28
PLC00001190,Health,173.46,32
PLC00000555,Health,114.23,19
PLC00002929,Life,78.83,23
PLC00008903,Mobile,7.57,42
PLC00004583,Travel,86.01,47
PLC00009869,Health,126.46,40
PLC00005001,Travel,81.33,81
PLC00006495,Life,93.98,105
PLC00009271,Travel,68.35,83
PLC00000267,Mobile,7.29,6
PLC00003401,Property,104.74,27
PLC00005985,Mobile,7.52,45
PLC00003476,Property,138.1,109
PLC00007687,Travel,97.88,53
PLC00000827,Travel,61.04,63
PLC00008560,Mobile,10.05,25
PLC00008633,Travel,50.63,25
PLC00001959,Motor,123.91,48
PLC00003329,Mobile,10.18,66
PLC00006542,Property,115.92,37
PLC00005578,Life,80.0,28
PLC00009476,Property,90.18,97
PLC00002453,Mobile,8.85,48
PLC00003121,Motor,116.06,116
PLC00004049,Health,185.57,15
PLC00009443,Travel,96.41,59
PLC00002969,Mobile,11.31,68
PLC00006537,Motor,70.94,95
PLC00002386,Health,149.03,111
PLC00007981,Life,64.16,93
PLC00005610,Life,60.68,104
PLC00003951,Property,130.93,59
PLC00006810,Travel,51.81,83
PLC00002498,Life,74.61,22
PLC00000803,Health,175.91,59
PLC00004347,Motor,120.59,66
PLC00001994,Property,84.41,46
PLC00004464,Travel,51.84,117
PLC00004029,Health,141.6,115
PLC00004257,Health,161.51,8
PLC00007446,Health,180.73,84
PLC00002421,Motor,124.2,90
PLC00008084,Motor,105.45,25
PLC00000589,Motor,82.37,13
PLC00002053,Property,86.19,90
PLC00004280,Mobile,6.67,12
PLC00006180,Health,172.41,106
PLC00009841,Travel,71.5,88
PLC00002308,Mobile,11.36,77
